ticker,degree,weighted_degree,betweenness,eigenvector,community,rank_degree,rank_weighted_degree,rank_betweenness,rank_eigenvector
EMF,8,3.7366911516736043,0.0372670328611352,2.184556860604332e-08,22,472.0,583.0,31.0,1569.0
RFI,8,6.0205154737473245,0.0,3.0746493533717915e-06,29,472.0,462.0,1254.0,657.0
AMUB,8,5.83627642179553,0.0002736859820977881,4.415820304692972e-08,10,472.0,472.0,1120.0,1470.0
STAG,8,6.16029887529944,0.002043272586204076,4.817534936992826e-10,11,472.0,456.0,366.0,2305.0
CUK,8,5.92931897538067,0.012383155054447334,9.257593607122802e-11,18,472.0,466.0,95.0,2566.0
DAL,8,5.241951019527927,0.0015852365809000673,8.38237218673907e-12,18,472.0,503.0,408.0,2820.0
UAL,8,5.9928075149473505,0.004634287366290835,9.401535798718494e-12,18,472.0,464.0,211.0,2806.0
TRV,8,5.736782625925125,0.004513030739100458,2.5827774919467497e-05,54,472.0,479.0,214.0,407.0
VLO,8,6.134872205416749,0.0019480606227570973,7.209168600500819e-09,10,472.0,458.0,377.0,1731.0
UTF,8,5.782770213108554,0.0012647676116886873,5.425368566742483e-06,29,472.0,476.0,447.0,504.0
CNP,8,5.758410365255437,0.0,2.350689113048913e-08,8,472.0,477.0,1254.0,1557.0
A,8,5.435813806246804,0.009384215091066782,1.684350233182324e-08,53,472.0,495.0,116.0,1610.0
HL,7,4.79696153293701,0.00028910089621277823,4.984996774881521e-10,26,507.0,521.0,818.0,2299.0
PTY,7,5.257570898290397,0.0002904490030657063,1.1754388304067042e-06,29,507.0,501.0,787.0,779.0
DX,7,5.0673338536013315,0.0008191192059362081,5.981006051856528e-10,14,507.0,510.0,588.0,2249.0
E,7,5.282916275259355,1.673037593823948e-07,1.887797553053329e-08,10,507.0,499.0,1243.0,1589.0
PDI,7,4.391895812059532,0.0008673715221850521,7.322619312892373e-07,29,507.0,543.0,514.0,858.0
PAM,7,5.143174143296802,0.0008673026886383347,1.8157598567189173e-12,24,507.0,507.0,524.0,2984.0
PCN,7,5.270320874886582,1.4169403996453636e-06,1.5537657441140658e-06,29,507.0,500.0,1213.0,741.0
EFC,7,5.12715962159006,0.0004818348270212992,5.949837516527592e-10,14,507.0,509.0,747.0,2253.0
RY,7,4.809415382095601,0.00032235611247007073,1.024839794862713e-05,54,507.0,520.0,773.0,450.0
MPC,7,5.32031955603888,0.0027040056155697607,1.2051020551133395e-08,10,507.0,497.0,348.0,1649.0
STLD,7,4.714110046684408,0.013419099932543123,4.890759950883637e-13,24,507.0,522.0,87.0,3065.0
INVH,7,5.139066819739359,0.0,8.281392581013084e-10,11,507.0,508.0,1254.0,2203.0
SHBI,7,3.3661675709403647,0.002312807169702226,0.0009411098184455837,47,507.0,618.0,354.0,171.0
SFST,7,4.996969524725781,0.0,0.005952031472851569,40,507.0,515.0,1254.0,155.0
SRV,7,4.243966754776024,0.0005782017924255565,4.915355435679132e-08,10,507.0,557.0,641.0,1447.0
ACN,7,3.994481027041778,0.009537438566059556,3.892986818684838e-10,0,507.0,565.0,114.0,2348.0
EPR,7,5.034623015071315,0.013253767319034411,6.089218705383303e-09,11,507.0,514.0,88.0,1745.0
GIS,7,3.9087786569770695,0.006213741929266647,2.546949677047174e-13,15,507.0,571.0,163.0,3108.0
